name,text
Andy Beasley,andrew andy beasley born 15 february 1964 is a former professional footballer who played as a goalkeeper he is currently head goalkeeper coach at sunderlandhe began his footballing career with luton town but left in 1984 without making a firstteam appearance and signed for mansfield town he was at field mill for nine years during which time he played a total of 109 competitive games he helped mansfield win promotion to the third division in 1986 although they were relegated back to the fourth division in 1991 beasley was in the team when mansfield won promotion to the new division two in 1992 but left after their relegation in 1993early in the 198687 beasley was loaned to peterborough united making seven fourth division appearances he was also loaned to bristol rovers for the final weeks of the 199293 season but played just one game and was unable to prevent their relegation from division onebeasley then signed for doncaster rovers and was their first choice goalkeeper in 199394 but after just one season was on the move again this time to chesterfield he played more than 40 games for chesterfield and oversaw their promotion to division two and surprise run to the semifinals of the fa cup before retiring from professional football on 31 may 1997beasley was goalkeeping coach at nottingham forest under manager paul hart in the early 2000s and took up the same role at leeds united as part of dennis wises new look coaching team in 2006 his services were dispensed with on 1 february 2012 after manager simon grayson was sacked
Russell Coughlin,russell coughlin born 15 february 1960 in swansea wales is a welsh former professional footballer he played as a midfieldercoughlin began his professional career with manchester city in 1977 but after failing to break into the first team at maine road he joined blackburn rovers the following year at ewood park he made 24 league appearances in two yearsin 1980 coughlin moved north to join carlisle united he went on to make 130 league appearances for the cumbrians scoring thirteen goalsfour years later in 1984 coughlin moved to englands south coast to sign for plymouth argyle there he broke the 130leaguegame mark again scoring eighteen goals in the processin 1987 he returned to the northwest to join sam elliss blackpool he made his debut for the seasiders on 12 december in a 11 draw at chesterfield in the league he scored his first goal for the club three games later in another 11 draw this time at notts county he went on to make 24 appearances and score two goals in total during the 198788 league campaignthe following season 198889 coughlin spent the majority of his games as strike partner to new signing andy garner in 42 league appearances he scored five goals three of which were from the penalty spot he also scored in blackpools league cup campaign in a 20 second round first leg victory over sheffield wednesday at bloomfield road on 27 september 1988in 198990 under new manager jimmy mullen coughlin returned to his favoured midfield role he made 34 league appearances and scored one goal as blackpool finished secondbottom and were relegated to division four coughlin left the seaside early the following season after a loan spell at shrewsbury towncoughlin joined his hometown club swansea city for the 199091 season and went on to make 101 league appearances for the welshmen before leaving for exeter city in 1993 in partexchange for john hodgeafter a twoyear spell with exeter coughlin brought his career to a close with torquay united in 1996 he made almost 600 appearances and scored 41 goals in his 19year football league career
P%C3%A9ter Esterh%C3%A1zy,pter esterhzy born 14 april 1950 in budapest is one of the most widely known contemporary hungarian writers his books are considered to be significant contributions to postwar literaturehe studied mathematics at elte university in budapest from 1969 to 1974 his first writings were published in literary journals in 1974 he worked as a mathematician from 1974 to 1978 and he became a freelance writer in 1978esterhzy the scion of a comital branch of the esterhzy magnate family is perhaps best known outside of his native country for celestial harmonies harmonia caelestis 2000 which chronicles his forefathers epic rise during the austrohungarian empire when haydn composed music at the family palace to its dispossession under communismhis next novel revised edition javtott kiads 2002 which appeared as an appendix to the former work was born from the shock when he learnt that his father was an informer for the secret police of the communist era the book deals with the research work as a diary his fathers unfolding activity and the very process of his facing and digesting the factshis works have been published in more than 20 languages he has won almost every literary distinction in hungary including the prestigious kossuth prize in 1996 and has received awards for his work in france austria germany slovenia and norway
Nicholas Daniloff,nicholas daniloff born december 30 1934 is an american journalist who graduated from harvard university and was most prominent in the 1980s for his reporting on the soviet union he came to wider international attention on september 2 1986 when he was arrested in moscow by the kgb and accused of espionagethe reagan administration took the position that the soviets had arrested daniloff without cause in retaliation for the arrest three days earlier of gennadi zakharov an employee of the soviet un mission the soviets initially contended that daniloff had confidential government documents on him when he was arrestedafter intense discussion between the governments on september 23 daniloff was allowed to leave the soviet union without charges zakharov was allowed to leave the us after pleading nolo contendere and soviet dissident yuri orlov was released to the westhowever the diplomatic crisis did not end there expulsions of diplomats and suspected spies escalated to the point that by the end of october 1986 100 soviets including a further 80 suspected soviet intelligence agents were expelled by the us the soviets expelled ten us diplomats and withdrew all 260 of the russian support staff working for the us embassy in moscowdaniloff later contended in his autobiography two lives one russia that he had never held classified documents and that the kgb had created false information daniloff became an instructor at northeastern universitys school of journalism and in 1992 was named director of the schooldaniloffs grandfather general yuri danilov was a chief of operations of russian imperial army generalheadquarters during world war i
Nancy Padian,nancy padian born 1952 is a medical researcher and executive director of the womens global health imperative at the university of california san francisco she is senior director of prevention at the pangaea global aids foundation padian has been described as among the worlds foremost experts on the heterosexual transmission of aidspadian received an undergraduate degree in child development and education from syracuse university though initially interested in psychology she was drawn to epidemiology by its potential to improve the lives of many people she subsequently received a masters degree and a doctorate from the school of public health at the university of california berkeley beginning her graduate studies during the early stages of hivaids research padian was among the first to conduct largescale studies proving heterosexual transmission of hiv establishing risk factors which can be avoided to minimize harmpadian is married to kevin padian professor of integrative biology at the university of california berkeley curator of paleontology university of california museum of paleontology and president of the national center for science educationpadian has been involved in several scientific studies one which was led by her was a 10 year study which was regarded as the longest and largest epidemiological study of the heterosexual transmission of hiv at the time
Giulio Maria Pasinetti,giulio maria pasinetti is a usbased scientist whose principal focus is the prevention of alzheimers disease and other neurodegenerative disorders even before the disease becomes symptomatic he is currently focusing on drug discovery and screening within the lens of primary prevention and promoting cognitive function he has received approximately 30 grants supporting this work and has published over 200 research articles in peerreviewed journals his findings on the role of lifestyle factors and metabolic comorbidities including diabetes in the onset and progression of clinical dementia neurodegeneration and alzheimers disease have made him a noteworthy expert in his field additionally he has been the recipient of several awards including the alzheimers associations zenith and temple awards and the queen sofia foundation of spain research center award on alzheimers diseasepasinetti is a professor of neurology psychiatry neuroscience and geriatrics and adult development and is director of the brain institute center of excellence for novel approaches to neurotherapeutics at mount sinai school of medicine in new york city he also serves as director of the basic and biomedical research and training geriatric education and clinical center at the bronx veterans affairs medical center in addition he owns patents for several alzheimers disease therapeutic agents
Leonard Thompson (golfer),leonard stephen thompson born january 1 1947 is an american professional golfer who has played on the pga tour nationwide tour and champions tourthompson was born in laurinburg north carolina he attended wake forest university in winstonsalem north carolina and was a member of the golf team he was a teammate of future fellow pga tour players joe inman and lanny wadkins he graduated in 1969 and turned pro in 1971thompson had more than 70 top10 finishes in pga tour events during his career winning 3 times his first win came in 1974 at jackie gleasons inverrary classic his best finish in a major championship was t7 at the masters in 1979during his late forties thompson like so many of his colleagues played some on the nationwide tour to prepare for the champions tour his best finish in that venue was a 6th at the 1996 nike tallahassee openafter turning 50 at the beginning of 1997 thompson began play on the senior pga tour now known as the champions tour he has three wins on this tour he played in his milestone 1000th pga tour and champions tour event combined at the 2009 sas championshipthompson was inducted into the wake forest university athletics hall of fame in 1997 he lives in ponte vedra beach florida
Jenny Morris (musician),jennifer jenny patricia morris born 29 september 1956 in tokoroa oam is a new zealandborn australian pop rock singersongwriter her first success came with new zealand band the crocodiles who had a top 20 hit single with tears relocating to sydney australia in february 1981 she was a backing vocalist for various groups and formed a trio qed in 1983morris provided backing vocals for inxs on their 1983 album the swing she then recorded a duet with lead singer michael hutchence on a cover of nancy sinatra and lee hazlewoods hit jackson it was included as a bonus track on the april 1984 cassette only inxs ep dekadance which reached number two on the australian kent music report albums chart morris worked on their 19851986 listen like thieves world tourher solo career includes top five australian recording industry association aria albums with shiver in 1989 and honeychild in 1991 and her top five aria singles are she has to be loved and break in the weather these albums and singles also peaked in the top ten on the recording industry association of new zealand rianz chartsmorris has won two aria music awards for best female artist in 1987 and 1988 and was nominated for the same award in 1992 in 2003 on australia day 26 january morris became an australian citizen and in 2010 she received the medal of the order of australia
Salman Shukur,salman shukur was born in 1921 in baghdad iraq he studied oud under sherif muheddin haydar at the baghdad conservatory later he became professor of oud and the head of the oriental music department at the institute founded by sharif muheddin and held that post for 30 years he was also artistic advisor for the iraqi ministry of information he performed frequently for iraqi radio and television and performed in concert in china iran egyptgermany england and the united states he has performed publicly as recently as 1997 he made only one fulllength recording for decca headline salman shukur oud head 16 psi recorded in rosslyn hill chapel in london in 1976 by james mallinson and stanley gooddall notes by john haywood released in 1977 and a brief excerpt of his solo oud performance in rast iraq can be heard on the tangent record series music in the world of islam lutes reissued by topic recordsfor this recording salman shukur used an oud built by ustad ali it features six courses and the lowest single string is in the highest position it has a traditional gluedtotheface bridge to which the strings are tied it is tuned dgadga like many students of sherif muheddin haydar salman shukur uses a plectrum some of the time and all four fingers of his right hand some of the time when playing
Martha Grimes,martha grimes born may 2 1931 is an american author of detective fictionmartha grimes was born in pittsburgh pennsylvania to william dermit grimes pittsburghs city solicitor and june dunnington who owned the mountain lake hotel in western maryland where martha and her brother spent much of their childhood grimes earned her ba and ma at the university of maryland she has taught at the university of iowa frostburg state university and montgomery collegegrimes is best known for her series of novels featuring richard jury an inspector with scotland yard and his friend melrose plant a british aristocrat who has given up his titles each of the jury mysteries is named after a pub her pageturning characterdriven tales fall into the mystery subdivision of cozies in 1983 grimes received the nero wolfe award for best mystery of the year for the anodyne necklacethe background to hotel paradise is drawn on the experiences she enjoyed spending summers at her mothers hotel in mountain lake park maryland one of the characters mr britten is drawn on britten leo martin sr who then ran martins store which he owned with his father and brother martins store is accessible by a short walkway from the mountain lake hotel the site of the former hotel which was torn down in 1967she lives in bethesda maryland
George J. Efstathiou,george j efstathiou faia riba is an american architect of greek descent george has been with skidmore owings and merrill llp som since 1974 and is a consultingpartner in the chicago officeas managing partner at som george has led numerous mixeduse projects throughout the world including the united states the united kingdom brazilcanada peoples republic of china hungary korea malaysia russia lebanon bahrain saudi arabia qatar and the united arab emirates george lectures frequently on projects particularly the burj khalifawhen georges career with skidmore owings and merrill llp began in 1974 his first 10 years with the firm focused primarily on domestic projects including work in boston los angeles and chicago george began his international focus in 1985 when he was a part of the som team that designed a 6000000squarefoot 560000 m2 broadgate project over the air rights of the liverpool street station in london in order to follow through of the management and execution of the broadgate project in 1989 george relocated from chicago to live and work in london for two years during his time in london he studied and gained a full understanding knowledge and experience of the uk practice methods and techniques for the delivery of professional architectural services which next to the us techniques are widely used around the world it is here where george was able to obtain his licensure in the uk
Serge Vaudenay,serge vaudenay born 5 april 1968 is a french cryptographerserge vaudenay entered the cole normale suprieure in paris as a normalien student in 1989 in 1992 he passed the agrgation in mathematics he completed his phd studies at the computer science laboratory of cole normale suprieure and defended it in 1995 at the paris diderot university his advisor was jacques stern from 1995 to 1999 he was a senior research fellow at french national centre for scientific research cnrs in 1999 he moved to a professorship at the cole polytechnique fdrale de lausanne where he leads the laboratory of security and cryptography lasec lasec is host to two popular security programs developed by its membersichair developed by thomas baignres and matthieu finiasz a popular online submission and review server used by many cryptography conferences andophcrack a microsoft windows password cracker based on rainbow tables by philippe oechslinvaudenay has published several papers related to cryptanalysis and design of block ciphers and protocols he is one of the authors of the idea nxt fox algorithm together with pascal junod he was the inventor of the padding oracle attack on cbc mode of encryption vaudenay also discovered a severe vulnerability in the ssltls protocol the attack he forged could lead to the interception of the password he also published a paper about biased statistical properties in the blowfish cipher and is one of the authors of the best attack on the bluetooth cipher e0 in 1997 he introduced decorrelation theory a system for designing block ciphers to be provably secure against many cryptanalytic attacksvaudenay was appointed program chair of eurocrypt 2006 pkc 2005 fse 1998 and in 2006 elected as board member of the international association for cryptologic research
Joseph Massucci,joseph massucci born in pittsburgh pennsylvania is the author of several bestselling technothrillers he has written more than 2200 articles for corporate and trade publications on a variety of topics and he is now founder and owner of safari multimedia llcmassuccis first novel codealpha leisure books 1997 describes saddam husseins biological terror attack on united states soil on the eve of war with iraq the book is described as a heartpounding technothriller about a beautiful and brainy biochemist whose inadvertent creation a genetically engineered virus known as saint vitus becomes a terrible weapon of revenge for the middle easts most dangerous terrorist with nonstop action cuttingedge medical science romance and the very real specter of domestic terrorism the book has garnered rave reviews from critics and readers alike with a first printing of 70000 copies totally believable says kirkus reviews usa today this fiction can become reality our reality most recently the book was translated and published in polish by amber press as kod alfahis second novel a sequel to codealpha titled the millennium project leisure books 1998 was touted as one of the most popular books about year 2000 and the millennium timeanddatecom the herald tribune pasadena says this thriller takes readers on a ride made even more compelling by the idea that its events could really happen a good read with plenty of bang for your millennium buck the book was translated and published internationally
Mohammed George,mohammed mo george born mohammad michael george in 1982 to a jamaican mother and antiguan father in hackney london england is an actor who played gus smith on the soap opera eastenders from 2002 to 2008 before appearing in eastenders george made guest appearances in holby city bottom as a young trickortreater in the episode terror kidulthood and the last detective he also starred as dennis in the childrens program renford rejects in 2000george has a daughter olivia destiny from his relationship with emma archibald his daughter was born in 2005 in barnet greater londongeorge was arrested on 8 december 2006 for a suspected assault on archibald during an argument outside a restaurant she corroborated the claims in what started as an argument over who should empty the dishwasher george was cautioned by the police for having swung a bag of rubbish and was subsequently suspended by eastenders executive producer diederick santer for two months he apologised to the bbc and the shows producersit was announced on 18 january 2008 that george and eastenders had reached a mutual agreement not to renew his contract and he left the show after six years later in 2008 george has since stated that he was forced to leave eastenders after the bosses there believed newspaper headlines which he later proved wrong he has also admitted to suffering from depression as a result of his departure from eastendersin march 2009 george started libel action against the sun newspaper claiming that they said he was acting like a wild animal and branded him a woman beater and that this was untrue his lawyer said the reports had damaged his prospects as an actor the newspaper contested the claim but george won 75000 libel damages on 2 april 2009 in july 2010 the daily star apologised and paid damages to george after they incorrectly reported that he had arrived drunk to an eastenders 25th anniversary party and acted aggressively to the programmes producersgeorge is now a fulltime dj playing around clubs across the united kingdom
Amrik Virk,amrik s virk is a canadian politician who was elected to the legislative assembly of british columbia in the 2013 provincial election he represents the electoral district of surreytynehead as a member of the british columbia liberal party and was appointed minister of advanced education on june 10 2013 by premier christy clark virk was born in india and moved to the canadian city of williams lake at the age of five years he has lived in surrey since 2002 with his wife jatinder and their three daughtersvirk holds a ba in economics with a major in history from simon fraser universityan extensive career with the royal canadian mounted police rcmp included a variety of policing duties with a substantial portion of his experience with various first nations communities in 2001 virk was commissioned to the rank of inspector and posted to surrey where he was active in the issue of youth and gang violence in communities throughout the lower mainland and worked extensively with community leaders to help create the british columbia integrated gang task force he left surrey rcmp in 2006 while serving as the acting officer in charge of operations one of two deputy chief equivalents and transferred to langley as the officer in charge of operationsvirk was a community volunteer in six years spent on the board of directors of the surrey memorial hospital foundation he helped raise millions of dollars for enhancing health care for surrey residents he also served on the board of kwantlen polytechnic universityin april 2014 virk was linked to a scheme to funnel 100000 in excess compensation to two senior kwantlen polytechnic university administrators a scheme that violated government rules on executive compensation and disclosure a report on the scandal acknowledging wrongdoing but establishing no penalty was released on june 17 2014 in the shadow of the release of a longawaited and controversial decision on an enbridge pipeline expansion project
O%C4%BCegs Aleksejenko,oegs aleksejenko born 12 june 1961 is a former latvia international football midfielderaleksejenko started playing football in the riga football school under kris maistjs his first football club was progress rga where he played under jnis skredelis later aleksejenko became one of the key players in another skredelis team daugava rga for which he played with several interruptions from 1979 to 1991 when the club was already renamed to prdaugavaafter the first senior season with daugava he was offered to play in the soviet top league with dynamo minsk an offer from which he couldnt refuse in 1983 aleksejenko played for dynamo rather regularly and won the bronze medals of the soviet league but in 1984 he returned to daugava which skredelis was desperately trying to make a top league team in 1985 and 1986 it was nearly achieved and in 1986 aleksejenko played 43 matches for the club and scored 5 goals for the 1989 season aleksejenko joined fakel voronezh but then he returned to daugavain 1991 aleksejenko joined raf jelgava with which he was selected the best midfielder of latvia in 1992 he retired from football in sweden by switching to futsal first as a player and later as a manager in late 1990s aleksejenko also played with amateur club policijas fk which in 1998 earned promotion to virslgaaleksejenko made 13 appearances for latvia scoring 1 goal he was the team captain in latvias first official match after regaining independence
Steve MacNett,steve macnett is an american political figure he has been a prominent legislative aide in the pennsylvania senate where he was the senate republican general counsel his influence has led observers to call him the 51st senator he was best known as the top staffer in the senate during the tenure of david j brightbillin a 2003 interview with macnett journalist albert j neri said that anyone who has spent any time walking the halls of the state capitol has heard the name steve macnett spoken with mixtures of reverence respect and fear in 2004 the political newspaper the insider said that for two decades hes been the gatekeeper on all matters legislative and a walking encyclopedia on the legislature and state governmentthe pennsylvania report named macnett to the 2003 pennsylvania report power 75 list of influential figures in pennsylvania politics calling him pennsylvanias most influential legislative staffer for the past 20 years noting that at no time is this titan more important than the lame duck session as lobbyists and legislators of all stripes wait for his advice and insight in 2009 the pennsylvania report named him to the pennsylvania report 100 list of influential figures in pennsylvania politics noting that while his influence has waned with the new leadership in the senate republican caucus he is still a trusted friend and advisor to all members of the state senate and he will continue to be a key advisor and force behind the scenes he was named to the politicspa list of pennsylvanias smartest staffers and operatives he was named to the politicspa list of sy snyders power 50 list of influential individuals in pennsylvania politics in 2002 and again in 2003
Helen Perlstein Pollard,helen perlstein pollard born 1946 is an american academic ethnohistorian and archaeologist noted for her publications and research on precolumbian cultures in the westcentral mexico region pollards particular area of expertise is the study of the tarascan civilization a tributary state that flourished in the postclassic period of mesoamerican chronology in a region largely coinciding with the modernday mexican state of michoacn drawing from her extensive archaeological fieldwork conducted in the lake ptzcuaro basin pollards research has investigated themes such as the formation of protostates the centralization of political control development and emergence of social stratification and inequalities and the human ecology of adaptations within premodern cultures in response to environmental changes and instabilities as of 2009 pollard holds a position as professor in the department of anthropology at michigan state university msu and is also adjunct curator at msu museumas an undergraduate pollard studied at barnard college a womens liberal arts college in new york ny affiliated with columbia university graduating in 1967 one of her contemporaries at barnard graduating two years previously was esther pasztory another mesoamerican scholar who would later become renowned as an art historian and specialist in teotihuacano artpollard obtained her phd in anthropology in 1972 awarded by columbia university with a dissertation entitled prehispanic urbanism at tzintzuntzan michoacan
Machi Tawara,machi tawara tawara machi born december 31 1962 is a contemporary japanese writer translator and poettawara is most famous as a contemporary poet she is credited with revitalizing the tanka for modern japanese audiences her skill as a translator consist of translating classical japanese into modern japanese for example books such as the manysh and the taketori monogatarishe was born in 1962 in osaka prefecture and moved to fukui prefecture when she was 14 years old in 1981 she graduated from waseda university with a degree in japanese literature under the influence of the poet sasaki yukitsuna she began to write tanka after graduation tawara began teaching at kanagawa prefectures hashimoto high school and she taught there until 1989she wrote a 50 poem sequence august morning which received the 32nd kadokawa tanka prize she combined this collection with other small groups of tanka to release her first major collection of poems salad anniversary in 1987 it became a bestseller selling well over 26 million copies this collection went on to receive the 32nd modern japanese poets association awardsalad anniversary started a phenomenon known as salad phenomenon comparable to bananamania coined for the phenomenon caused by the first major book of banana yoshimoto tawara became a celebrity and hosted television and radio shows where she extolled the virtues of tanka and encouraged everyone to write them she eventually released a collection of tanka sent to her by her fans edited and selected by hertawaras popularity is mainly intertwined with her skill with tanka she deftly combines modern japanese subjects with classical poetic forms and grammatical constructions which both hearken back to the classical days but also makes the tanka more accessible to japans modern youth also as opposed to the tanka of the classical era tawaras poems possess a lighter attitude and a crisp tone as well as a universality that helps to make her poetry understood by alltawara has a website entitled the chocolate box where she has a list of her works and a brief profile she also was touched by the amount of fan mail she received and she sent responses in the forms of recordings
Patrick Kavanaugh,patrick kavanaugh born october 20 1954 is a composer conductor and the author of many books including music of the spheres four brothers publishing the spiritual lives of the great composers zondervan worship a way of life baker books raising musical kids vine books music of the great composers zondervan and spiritual moments with the great composers zondervan the music of angels a listeners guide to sacred music from chant to christian rock loyola press and devotions from the world of music cooksince 1984 he has served as the executive director of the christian performing artists fellowship he is also the artistic director of the masterworks festival and the conductor of the symphony of the lakespatrick kavanaughs musical education includes a doctor of musical arts and a master of music both from the university of maryland and a bachelor of music from the catholic university of america school of music he has also done extensive postdoctoral work in musicology music theory and conducting his teachers have included earle brown conrad bernier mark wilson and lloyd geisler as a composer he currently has eighteen compositions published by carl fischer music and licensed by broadcast music incorporated kavanaugh has composed in a wide variety of genre from orchestral to chamber music from opera to electronic musiche resides near winona lake indiana with his wife barbara a cellist
Nan%C3%A1 Vasconcelos,nan vasconcelos born august 2 1944 is a brazilian latin jazz percussionist vocalist and berimbau player most notable for his works with pat metheny don cherry egberto gismonti and gato barbierivasconcelos was born in recife beginning from 1967 he joined many artists works as a percussionist among his many collaborations he contributed to four jon hassell albums from 1976 to 1980 including possible musics by b eno and hassell and later to several pat metheny group works and jan garbarek concerts from early 1980s to early 1990s in 1984 he appeared on the pierre favre album singing drums along with paul motian he also appears on arild andersens album if you look far enough with ralph townerhe formed a group named codona with don cherry and collin walcott which released three albums in 1978 1980 and 1982in 1981 he performed at the woodstock jazz festival held in celebration of the tenth anniversary of the creative music studio in 1998 vasconcelos contributed luz de candeeiro to the aids benefit compilation album onda sonora red hot lisbon produced by the red hot organizationvasconcelos was awarded the best percussionist of the year by the down beat critics poll for seven consecutive years from 1984 to 1990
Ana Mae D%C3%ADaz,ana mae diaz de endara born c 1966 was the first lady of panama from 19901994 a panamanian of chinese origin diaz met future president guillermo endara in september 1989 while he was on hunger strike to protest the autocratic military rule of manuel noriega diaz was a law student at the time marcela endara guillermos wife of 28 years had died in june of a heart attack while endara was hospitalized due to a beating by noriegas forces international observers had reported endara to be the clear leader in the may presidential election and during the us invasion of panama in december he was sworn in as presidentpanamanian newspapers began to publish photographs of diaz and endara together in january 1990 and endara told press the pair were going out the pair married on june 11 1990 in a wedding attended by the ambassadors of various nations endara was reportedly so happy in the marriage that he would even leave cabinet meetings for a quick cuddle due in part to the couples difference in ages and weightsendara was in his midfifties and known for his weightthe marriage received widespread coverage and mockery in the panamanian press including a new nickname for endara el gordo feliz happy fattyin 1992 diaz won 125000 in the national lottery and indicated that she intended to keep the money rather than donating it the incident was cited as an example of the endaras administrations lack of concern for the poor in 1994 she was accused of reselling food that had been donated by italy on the streets of panama city one of a number of financial scandals to strike the administrationendara ran for president again in 2004 and in 2009 placing second and a distant third respectively on september 28 2009 he died at age 73 at his home in panama city of a heart attack
Rub%C3%A9n Alonso Rosales,rubn alonso rosales born 1925 was one of a sixman junta government that took control of el salvador by peaceful coup in 1960born in the tiny village of paraiso de osorio la paz department el salvador to vicente and maria soriano rosales as the third child of seven despite his fathers effort to have his male children help in the farm his mother a school teacher insisted that all their children obtain an education and made all efforts to ensure that they obtained at least a high school education having to send all children to a larger town cojutepeque to achieve that showing interest to enter the military at the age of fifteen his parents worked hard to enroll him into the countrys military academy despite being of little meanson february 2 1941 he joined the academy as one of 124 new recruits however by july his parents could no longer afford his tuition but his stay at the academy was assured when he received one of the two scholarships that were being granted to the new recruits also during his first year at the academy he was befriended by colonel scar osorio who was the subdirector of the academy and would later be a member of the revolutionary council governing the country 19481950 and eventually president of the republic 19501956on april 2 1944 while on military leave working the family farm a rebellion to overthrow president maximiliano hernndez martnez broke out he reported to the cojutepeque garrison for duty and was one of two cadets from the entire academy who saw military action against the rebellionlater that year he was introduced to a cadet recruits sister maria garay daughter of colonel eduardo garay who would become his wife three years later they would have four childrenon july 1945 he along with twelve others from the original 124 graduated as commissioned officers he was assigned to the artillery regiment known as el zapote now a military museum in the nations capital across from the presidential houseon december 14 1948 being the commander on duty at the strategic location across the presidential house for that day he was enlisted to participate in a rebellion to overthrow president salvador castaneda castro the rebellion proved successful and brought an old friend coronel scar osorio into a governing position in the countryfrom february 1950 to february 1953 he was one of two salvadorean officers to receive a scholarship from the mexican government to attend the escuela superior de guerra in mexico city upon his return to el salvador he served in the military academy but eventually returned to el zapote as the third in command by this time the artillery regiment had become the most elite of the armed forces in the nationin 19571958 as a delegate of the armed forces he joined the entourage of president jos mara lemus in many of his official trips throughout latin americain 1958 he was promoted to second in command of el zapote major arturo armando molina who later became president of the republic 19721977 was his replacement as third in commandin 1960 in large part due to the strategic position of the elite regiment across the presidential house he was enlisted to play a part in the overthrow of president jos mara lemus coronel scar osorio was instrumental in the planning of the overthrow upon the successful overthrow major rosales was named one of the sixman government that took control of the country the junta ruled from october 26 1960 to january 25 1961 when it was subsequently overthrown by another coup and replaced by the directorio civicomilitarsent into exile rubn alonso rosales ended in mexico where he had befriended many military officers from the mexican army a decade earlier who assisted him for a few months returning to el salvador at the end of 1961 he was allowed to stay in the country but the government in power suspecting that he was fomenting a rebellion strongly recommended that he leave the country for his own safety the salvadorian government arranged for his immigration to the united states in september 1962settling in los angeles area he worked for a furniture moving company until 1985 when he retired
Josef Zisyadis,josef zisyadis born 17 april 1956 is a swiss politician a member of the swiss party of labour and of the alternative left since 2010born to greek parents in istanbul and after a sojourn in athens 19581962 he moved to switzerland with his family in 1962 aged seven and was later naturalized as citizen of lausanne he studied theology in lausanne graduating in 1979 during 19791983 he worked as pastor in the mission populaire vanglique in paris returning to lausanne in 1983 where he joined the parti ouvrier populaire of vaud during 19941996 he acted as secretary of the party of labourhe was a member of the swiss national council 19911996 19992011 representing the canton of vaud during 19961998 he was a member of the cantonal government of vaud conseil detat heading the department of justice police and military affairsat the october 2007 federal elections zisyadis failed to win reelection however on 1 november 2007 successful party candidate marianne huguenin announced her resignation from the national council to focus on her position as mayor of renens leaving zizyadis to take the partys seat in the national council representing vaudzisyadis since the founding of the new party alternative left in 2010 is a member of that party but also stays member of the swiss party of labourzisyadis again failed to retain his mandate in the 2011 elections his seat passing to the social democrats the alternative left coalition gathered 12 of the popular vote nationwide with the loss of zisyadis seat the farleft loses all representation at the federal level
Tatoul Markarian,tatoul markarian was appointed armenian ambassador to the united states on march 19 2005 by president robert kocharian he holds the diplomatic rank of ambassador extraordinary and plenipotentiary he also represents the republic of armenia in the organization of american states where armenia has a status of observer since april 2012 he is also the ambassador of the republic of armenia to the united mexican statesprior to assuming this position ambassador markarian served as deputy minister of foreign affairs of armenia since june 2000 in that capacity his responsibilities included the ministrys departments of politicomilitary affairs international organizations cis countries and asiapacific and africa he was also the armenian coordinator for the usarmenia strategic dialogue as well as the natoarmenia politicalmilitary dialogue in 20022003 ambassador markarian was also special representative of the president of armenia for nagorno karabakh negotiations in 1999 2000 he served as advisor to foreign ministerprevious diplomatic assignments of ambassador tatoul markarian included a term as deputy chief of mission and ministercounselor at the armenian embassy in washington dc from december 1994 to january 1999before joining the armenian foreign service ambassador markarian served in newly independent armenias legislative and executive branches he was assistant to the vice chairman of the armenian parliament from 1990 to 1991 and assistant and then adviser to the vice president of armenia from 1991 to 1994 also serving as acting chief of staff to the prime minister of armenia from 1991 to 1992ambassador markarian was born on april 16 1964 in kapan armenia he holds a masters degree in international relations from the school of advanced international studies at the johns hopkins university and a phd from the london school of economics and political science he graduated from the yerevan university of national economy in 1985 and completed a phd in economics at the same university in 1989in addition to his native armenian ambassador markarian is fluent in english and russian he is married and has three sons
